article_id,expr_type,value,char_offset
1338.txt,"month, relative-interval", year,733
874.txt,year,2001,571
874.txt,year,2002,577
874.txt,year,2003,586
874.txt,year,2001,1312
874.txt,year,2003,1321
874.txt,"month, relative-interval", month,2339
20.txt,year,2004,106
20.txt,year,2003,288
20.txt,year,2003,464
20.txt,year,2004,785
20.txt,year,2003,829
20.txt,year,2004,991
20.txt,year,2005,1200
20.txt,year,2004,1225
20.txt,"month, relative-interval", year ,343
20.txt,"month, relative-interval", year ,643
20.txt,season, fall ,73
860.txt,"month, relative-interval", month,1790
860.txt,"month, relative-interval", year,1999
860.txt,dayofweek, Monday ,1086
860.txt,dayofweek, Monday ,2181
135.txt,month, may ,1298
135.txt,"month, relative-interval", day,634
135.txt,"month, relative-interval", Today,721
653.txt,year,2001,890
653.txt,year, 1999,1528
653.txt,"month, relative-interval", year,936
653.txt,"month, relative-interval",day,1697
653.txt,day-month, 27 February,1962
647.txt,year, 1983,2190
647.txt,year, 1976,2304
647.txt,year, 1981,2345
647.txt,year, 1977,3512
647.txt,"month, relative-interval", year ,189
647.txt,"month, relative-interval", minute,3827
647.txt,"month, relative-interval", day,4490
121.txt,month, may ,314
121.txt,month, may ,505
121.txt,month, may ,571
121.txt,month, April ,1430
121.txt,year,2002,1484
121.txt,"month, relative-interval",day ,163
121.txt,"month, relative-interval", next week,540
121.txt,"month, relative-interval", few month,808
121.txt,"month, relative-interval", Last week,968
121.txt,"month, relative-interval",April last year,1431
121.txt,"month, relative-interval", today,1662
109.txt,month, March ,234
109.txt,month, May ,510
109.txt,month, March ,1738
109.txt,year,2004,515
109.txt,year,2005,1363
109.txt,year,2005,1439
109.txt,year,2005,1745
109.txt,"month, relative-interval", year ,214
109.txt,"month, relative-interval", last year,630
109.txt,"month, relative-interval", year,1398
109.txt,"month, relative-interval", year,1514
109.txt,"month, relative-interval", year,1647
109.txt,"month, relative-interval", year ,1730
109.txt,day-month, 21 March,231
109.txt,day-month, 1 August,351
109.txt,season, fall ,1696
1489.txt,month, may ,80
1489.txt,month, may ,224
1489.txt,year,2004,449
1489.txt,"month, relative-interval", year,358
1489.txt,"month, relative-interval", week,618
1489.txt,"month, relative-interval",day,2030
1106.txt,year, 1998,522
1106.txt,year, 1500,1022
1106.txt,year, 1500,2674
1106.txt,"month, relative-interval", season,675
1106.txt,"month, relative-interval", month,932
1106.txt,"month, relative-interval",year,1329
492.txt,year, 1946,192
492.txt,year, 1999,917
492.txt,"month, relative-interval",day,282
492.txt,"month, relative-interval",day ,547
492.txt,"month, relative-interval",day ,638
492.txt,"month, relative-interval", year,732
492.txt,"month, relative-interval",day ,842
1660.txt,year,2004,499
1660.txt,year,2001,1191
1660.txt,"month, relative-interval", year,81
1660.txt,"month, relative-interval",year ,1222
1674.txt,year,2005,82
1674.txt,year, 1989,1030
1674.txt,year,2005,1829
1674.txt,"month, relative-interval", year ,1163
486.txt,month, February ,722
486.txt,year,2005,248
486.txt,"month, relative-interval", year,1224
486.txt,"month, relative-interval",year,2226
486.txt,"month, relative-interval", year,3007
486.txt,dayofweek, Saturday ,88
486.txt,season, winter ,397
1112.txt,month," November
",32
1112.txt,month, may ,1137
1112.txt,month, July ,1413
1112.txt,year,"
1300",66
1112.txt,year,2000,154
1112.txt,"month, relative-interval", day,1096
1112.txt,"month, relative-interval", year,1670
1112.txt,dayofweek,"
Saturday ",20
1112.txt,day-month, 20 November,29
1112.txt,day-month, 27 November,912
1648.txt,year,2000,278
1648.txt,year,2003,3321
1648.txt,"month, relative-interval", year ,1068
1648.txt,"month, relative-interval", year,2068
1648.txt,"month, relative-interval", month,2152
1648.txt,day-month, 1 February,3197
451.txt,"month, relative-interval", year,26
451.txt,"month, relative-interval", year,125
337.txt,month, may ,155
337.txt,month, October ,1109
337.txt,year,2004,90
337.txt,year,2003,133
337.txt,year,2004,629
337.txt,year,2004,724
337.txt,year,2004,972
337.txt,year,2004,1118
337.txt,year,2005,1268
337.txt,year,2004,1501
337.txt,"month, relative-interval", year,661
337.txt,"month, relative-interval", year ,897
337.txt,"month, relative-interval", year,1098
337.txt,"month, relative-interval", year ,1458
337.txt,"month, relative-interval",year ,1488
323.txt,month, may ,637
323.txt,"month, relative-interval", year,734
323.txt,"month, relative-interval", last year,2004
445.txt,year, 1997,829
445.txt,year,2000,878
445.txt,year,2003,937
445.txt,year,2002,978
445.txt,year,2003,987
445.txt,year, 1997,2252
445.txt,"month, relative-interval", last year,298
445.txt,"month, relative-interval", year ,962
479.txt,year,2003,391
479.txt,"month, relative-interval", year,986
478.txt,month, March ,541
478.txt,"month, relative-interval", minute,163
478.txt,"month, relative-interval", day,941
478.txt,"month, relative-interval",day,1073
478.txt,"month, relative-interval", week,1183
478.txt,dayofweek, Friday ,259
478.txt,day-month, 28 March,538
478.txt,month-year, June 24 ,450
322.txt,month, March ,878
322.txt,month, September ,1020
322.txt,year,2004,89
322.txt,year,2004,292
322.txt,year,2004,964
322.txt,year,2001,1004
322.txt,year,2004,1159
322.txt,"month, relative-interval", year ,6
322.txt,"month, relative-interval", year ,112
322.txt,"month, relative-interval", year,986
322.txt,day-month, 11 September,1017
444.txt,year, 1946,192
444.txt,year, 1999,917
444.txt,"month, relative-interval",day,282
444.txt,"month, relative-interval",day ,547
444.txt,"month, relative-interval",day ,638
444.txt,"month, relative-interval", year,732
444.txt,"month, relative-interval",day ,842
450.txt,month, February ,223
450.txt,year,2003,233
450.txt,"month, relative-interval",year,448
450.txt,"month, relative-interval", year,1114
450.txt,"month, relative-interval",day,1624
450.txt,"month, relative-interval", month ,1708
450.txt,day-month, 3 February,1210
450.txt,day-month year,3 February 2005,1211
336.txt,month, September ,408
336.txt,year, 1994,273
336.txt,"month, relative-interval",year,656
336.txt,"month, relative-interval", year,853
336.txt,day-month, 11 September,405
1649.txt,month, January ,984
1649.txt,year, 1973,534
1649.txt,year, 1985,702
1649.txt,year, 1985,908
1649.txt,year, 1983,1662
1649.txt,year, 1993,1939
1649.txt,year, 1994,2014
1649.txt,"month, relative-interval", year,18
1649.txt,"month, relative-interval", week,100
1649.txt,"month, relative-interval", year,241
1649.txt,"month, relative-interval", day,258
1649.txt,"month, relative-interval", year,566
1649.txt,"month, relative-interval", day,900
1649.txt,"month, relative-interval", minute,1205
1649.txt,"month, relative-interval", year,1537
1649.txt,"month, relative-interval", month,1594
1649.txt,day-month, 1 January,184
1649.txt,day-month, 10 January,981
1649.txt,day-month year,1 January 1985,185
1675.txt,year,2005,2385
1675.txt,"month, relative-interval", today,1271
487.txt,year, 1988,944
487.txt,year,2001,1358
487.txt,"month, relative-interval", year,875
487.txt,"month, relative-interval", week ,1571
487.txt,"month, relative-interval", year,2171
487.txt,season, fall ,2856
493.txt,month, September ,1505
493.txt,year, 1982,1091
493.txt,"month, relative-interval",year,779
493.txt,"month, relative-interval", year,1118
493.txt,"month, relative-interval", next week,1175
1107.txt,"month, relative-interval", last week,490
1107.txt,"month, relative-interval", week ,889
1107.txt,"month, relative-interval",year,1220
1661.txt,month, may ,512
1661.txt,month, may ,3286
1661.txt,"month, relative-interval", last week,933
1661.txt,"month, relative-interval", day ,1095
1661.txt,"month, relative-interval", month,3126
1488.txt,month, December ,500
1488.txt,"month, relative-interval", few month,1775
108.txt,year,2003,737
108.txt,year, 1935,883
108.txt,"month, relative-interval", Year ,105
108.txt,"month, relative-interval", year,356
108.txt,"month, relative-interval", year,442
108.txt,"month, relative-interval",After year,523
108.txt,"month, relative-interval",year ,572
646.txt,"month, relative-interval", month,404
646.txt,"month, relative-interval",day ,524
646.txt,"month, relative-interval", year ,600
646.txt,"month, relative-interval",day,772
646.txt,"month, relative-interval", year,1759
646.txt,dayofweek, Saturday ,60
646.txt,dayofweek, Saturday ,2291
646.txt,season, Summer ,2630
120.txt,month, Jan ,1894
120.txt,month, may ,1923
120.txt,month, may ,3151
120.txt,month, may ,4061
120.txt,month,"
December ",4295
120.txt,month, January ,4308
120.txt,year, 1998,514
120.txt,year,2004,4670
120.txt,"month, relative-interval", year,2543
120.txt,"month, relative-interval", hour,3819
120.txt,"month, relative-interval", day,3829
120.txt,"month, relative-interval", week,4123
120.txt,"month, relative-interval", month,4339
120.txt,"month, relative-interval", month,4659
134.txt,month, may ,1565
134.txt,month, September ,1602
134.txt,"month, relative-interval", year,909
134.txt,day-month, 11 September,1599
652.txt,month, June ,209
652.txt,month, February ,292
652.txt,month, June ,1460
652.txt,year,2004,215
652.txt,year, 1998,239
652.txt,year,2004,1466
652.txt,"month, relative-interval", month,130
652.txt,"month, relative-interval", year,279
652.txt,"month, relative-interval", Day,567
652.txt,"month, relative-interval", year ,821
652.txt,day-month, 13 February,289
861.txt,month, December ,1820
861.txt,"month, relative-interval", week,281
861.txt,"month, relative-interval", year,955
861.txt,"month, relative-interval",day ,970
21.txt,month, September ,435
21.txt,month, December ,829
21.txt,month, December ,1004
21.txt,year,2001,446
21.txt,year,2004,1014
21.txt,"month, relative-interval", year,168
21.txt,"month, relative-interval", last year,786
21.txt,season, fall ,91
21.txt,season, fall ,628
875.txt,month, March ,2099
875.txt,"month, relative-interval", week,130
875.txt,"month, relative-interval", week,350
875.txt,"month, relative-interval", day,667
875.txt,"month, relative-interval", week,832
875.txt,"month, relative-interval", month,1035
875.txt,"month, relative-interval", last week ,1481
875.txt,"month, relative-interval", year,1865
875.txt,"month, relative-interval", last week,2175
875.txt,day-month, 23 March,496
875.txt,day-month, 23 March,2096
875.txt,season, spring ,243
1339.txt,"month, relative-interval",day,752
1339.txt,"month, relative-interval", year,1693
1339.txt,dayofweek, Saturday ,522
35.txt,year,2004,86
35.txt,year,2003,111
35.txt,year,2003,189
35.txt,year,2005,566
35.txt,"month, relative-interval", year,162
35.txt,"month, relative-interval", Last year,903
685.txt,month, March ,230
685.txt,month, December ,377
685.txt,month, may ,1201
685.txt,year,2006,237
685.txt,year,2006,387
685.txt,year,2004,2178
685.txt,"month, relative-interval", next year,849
685.txt,"month, relative-interval",day,1167
685.txt,"month, relative-interval", year,2013
1311.txt,"month, relative-interval",year,282
1311.txt,"month, relative-interval",year,340
1477.txt,month, December ,301
1477.txt,"month, relative-interval", year,686
1463.txt,"month, relative-interval", day ,963
1463.txt,"month, relative-interval", day ,2613
849.txt,"month, relative-interval", month,659
849.txt,"month, relative-interval", Today ,961
849.txt,"month, relative-interval", year,1057
849.txt,"month, relative-interval", month,1403
849.txt,"month, relative-interval",year,1923
849.txt,"month, relative-interval", Last year ,2118
849.txt,"month, relative-interval",year ,2515
1305.txt,year, 1976,2771
1305.txt,year, 1991,2953
1305.txt,"month, relative-interval",day,43
1305.txt,"month, relative-interval", year,1353
1305.txt,"month, relative-interval", day ,1571
1305.txt,"month, relative-interval", minute,1902
1305.txt,"month, relative-interval",day,2074
1305.txt,"month, relative-interval", Day,2214
1305.txt,"month, relative-interval",day,2319
1305.txt,"month, relative-interval", year,3303
1305.txt,"month, relative-interval", year,3518
1305.txt,"month, relative-interval", year,3644
1305.txt,day-month, 1 March,47
1305.txt,day-month, 16 January,3222
1305.txt,day-month, 13 January,3415
1305.txt,day-month year,"1 March

1945",48
1305.txt,day-month year,16 January 2002,3223
1305.txt,day-month year,13 January 1999,3416
691.txt,year,2004,101
691.txt,year,2004,475
691.txt,year,2004,1311
691.txt,"month, relative-interval", year,871
691.txt,"month, relative-interval",day ,1906
691.txt,dayofweek, Sunday ,679
691.txt,season, Summer ,1538
732.txt,month, March ,2087
732.txt,"month, relative-interval", minute,134
732.txt,"month, relative-interval", week,331
732.txt,"month, relative-interval", next week,509
732.txt,"month, relative-interval",day,587
732.txt,"month, relative-interval", day,786
732.txt,"month, relative-interval", month,1022
732.txt,"month, relative-interval", last week ,1469
732.txt,"month, relative-interval", year,1853
732.txt,"month, relative-interval", last week,2163
732.txt,day-month, 23 March,475
732.txt,day-month, 23 March,2084
732.txt,season, spring ,224
726.txt,"month, relative-interval", last week,1622
726.txt,"month, relative-interval", year,1695
726.txt,"month, relative-interval",day ,2232
726.txt,day-month, 5 May,595
1259.txt,month, may ,557
1259.txt,month, may ,706
1259.txt,month, January ,1101
1259.txt,year, 1946,793
1259.txt,year, 1957,802
1259.txt,"month, relative-interval", season,624
1259.txt,"month, relative-interval", next season,921
1259.txt,"month, relative-interval", year ,1179
1259.txt,"month, relative-interval", last day ,1577
1259.txt,"month, relative-interval", season ,1593
1259.txt,season, summer ,12
1259.txt,season, summer ,79
1259.txt,season, summer ,1496
915.txt,"month, relative-interval", year,1617
901.txt,"month, relative-interval",day,490
929.txt,month, may ,4156
929.txt,year,2001,3134
929.txt,year, 1983,3934
929.txt,year, 1992,4104
929.txt,"month, relative-interval",day,1120
929.txt,"month, relative-interval", next month,2433
929.txt,"month, relative-interval", year,3851
929.txt,"month, relative-interval",day ,4572
929.txt,"month, relative-interval", day,4969
1503.txt,"month, relative-interval", few month,840
1503.txt,"month, relative-interval", month ,1088
1503.txt,"month, relative-interval", month ,1498
1517.txt,month, may ,2608
1517.txt,year,2003,802
1517.txt,"month, relative-interval", hour,3627
1517.txt,"month, relative-interval", week,3649
1517.txt,decade,1990s,752
1517.txt,day-month, 27 February,3902
1517.txt,season, Autumn ,1975
1271.txt,month, March ,2786
1271.txt,year,2001,2462
1271.txt,"month, relative-interval", next year,133
1271.txt,"month, relative-interval", month,575
1271.txt,"month, relative-interval", week,1406
1098.txt,"month, relative-interval",year,357
1098.txt,"month, relative-interval", last year,568
1098.txt,"month, relative-interval", day ,1139
1098.txt,"month, relative-interval", few day,1163
518.txt,year, 1983,452
518.txt,"month, relative-interval",day ,161
518.txt,"month, relative-interval", next year,495
518.txt,"month, relative-interval", Tomorrow,822
518.txt,"month, relative-interval", year ,864
256.txt,month, October ,310
530.txt,month, March ,420
530.txt,month, December ,976
530.txt,year,2001,986
530.txt,"month, relative-interval", year,129
530.txt,"month, relative-interval",year,145
530.txt,"month, relative-interval", few year,273
530.txt,dayofweek, Saturday ,74
530.txt,dayofweek, Saturday ,674
530.txt,dayofweek, Saturday ,865
530.txt,day-month, 5 March,418
524.txt,month, May ,271
524.txt,month, March ,1099
524.txt,year,2001,1431
524.txt,day-month, 25 February,504
524.txt,day-month, 13 May,1282
242.txt,month, October ,934
242.txt,month, may ,1694
242.txt,year,2002,560
242.txt,"month, relative-interval", year ,423
242.txt,"month, relative-interval", few month,1160
242.txt,"month, relative-interval", Last week,1322
242.txt,dayofweek, Monday ,183
1729.txt,month, December ,284
1729.txt,month, December ,358
1729.txt,month, October ,594
1729.txt,year,2004,177
1729.txt,year,2003,368
1729.txt,year,2004,603
1729.txt,year,2005,684
1729.txt,year,2005,1555
1729.txt,year,2004,1757
1729.txt,year,2005,1945
1729.txt,"month, relative-interval", month,312
1729.txt,"month, relative-interval", day ,442
1729.txt,"month, relative-interval", month,573
1729.txt,"month, relative-interval", year,763
1729.txt,"month, relative-interval", year,1258
1729.txt,"month, relative-interval", year,1850
1701.txt,month, February ,571
1701.txt,month, June ,666
1701.txt,year,2003,672
1701.txt,"month, relative-interval",day,176
1701.txt,"month, relative-interval",February next year,572
295.txt,month, July ,929
295.txt,month, May ,1408
295.txt,year,2001,1413
295.txt,"month, relative-interval", month,132
295.txt,"month, relative-interval", year,499
295.txt,"month, relative-interval", month,914
295.txt,"month, relative-interval", month ,1362
295.txt,"month, relative-interval", month,1827
295.txt,season, fall ,356
1067.txt,year,2003,532
1067.txt,"month, relative-interval",year,144
1067.txt,"month, relative-interval", season,188
1067.txt,"month, relative-interval",day,257
1067.txt,"month, relative-interval", season,659
1067.txt,"month, relative-interval",day ,706
1073.txt,"month, relative-interval", minute,419
1073.txt,"month, relative-interval", minute,705
281.txt,month, October ,1177
281.txt,year,2004,101
281.txt,year,2007,850
281.txt,year,2004,1186
281.txt,year,2005,1237
281.txt,year,2005,1305
281.txt,"month, relative-interval", year ,6
281.txt,"month, relative-interval", year,479
281.txt,"month, relative-interval",year ,1165
281.txt,season, fall ,1380
1715.txt,month, October ,1837
1715.txt,year,2009,1669
1715.txt,year,2003,1689
1715.txt,year,2001,1846
1715.txt,year,2000,1969
1715.txt,"month, relative-interval", today ,892
1065.txt,month, may ,833
1065.txt,"month, relative-interval", year,693
1065.txt,"month, relative-interval", year,762
297.txt,month, July ,207
297.txt,month, September ,215
297.txt,month, November ,693
297.txt,month, may ,1033
297.txt,month, June ,1977
297.txt,"month, relative-interval", year,471
297.txt,"month, relative-interval",day,604
297.txt,"month, relative-interval", next month,1592
297.txt,"month, relative-interval", year,1851
297.txt,"month, relative-interval", year,1987
297.txt,day-month, 2 November,691
1703.txt,"month, relative-interval", next month,94
1717.txt,month, may ,171
1717.txt,year, 1999,1362
1717.txt,"month, relative-interval", year ,3
1717.txt,"month, relative-interval", month,638
1717.txt,"month, relative-interval", day,1169
1717.txt,"month, relative-interval", month,1781
283.txt,month, may ,1206
283.txt,month, may ,1254
283.txt,year,2003,633
283.txt,"month, relative-interval", year,358
283.txt,"month, relative-interval", last year,662
283.txt,"month, relative-interval", last year ,1580
283.txt,"month, relative-interval", day,1609
283.txt,"month, relative-interval", year,1923
1071.txt,"month, relative-interval", week,83
1071.txt,"month, relative-interval",day,272
1071.txt,"month, relative-interval",day,527
1071.txt,"month, relative-interval", week,1072
1071.txt,"month, relative-interval",day,1442
1071.txt,"month, relative-interval", week,1968
1071.txt,"month, relative-interval", minute ,2469
1059.txt,year,2000,572
1059.txt,"month, relative-interval",day,77
1059.txt,"month, relative-interval", year,627
532.txt,month, may ,801
532.txt,"month, relative-interval",day,1031
532.txt,"month, relative-interval", week ,1489
532.txt,dayofweek, Friday ,195
532.txt,dayofweek, Monday ,580
532.txt,dayofweek, Friday ,1278
254.txt,"month, relative-interval", year,333
254.txt,"month, relative-interval", year ,627
240.txt,month, may ,1430
240.txt,month, may ,1671
240.txt,month, may ,1812
240.txt,year,2005,222
240.txt,year,2005,1314
240.txt,year,2004,1797
240.txt,"month, relative-interval", week,128
240.txt,"month, relative-interval",day,544
240.txt,"month, relative-interval",day,1264
240.txt,"month, relative-interval",day,1392
240.txt,"month, relative-interval", week,1739
240.txt,"month, relative-interval", month,1891
240.txt,"month, relative-interval", next year ,2193
240.txt,"month, relative-interval", few year,2777
240.txt,"month, relative-interval", few day,2910
240.txt,"month, relative-interval", few minute,2922
526.txt,year, 1955,100
526.txt,year, 1948,380
526.txt,year, 1987,553
526.txt,year, 1990,662
526.txt,"month, relative-interval", year,588
526.txt,"month, relative-interval", year ,788
268.txt,year,2002,407
268.txt,year,2004,2044
268.txt,"month, relative-interval",day,784
268.txt,"month, relative-interval", week,1356
268.txt,"month, relative-interval", hour,1372
268.txt,"month, relative-interval", year,1700
268.txt,"month, relative-interval",year ,1984
1501.txt,month, November ,252
1501.txt,year,2004,262
1501.txt,"month, relative-interval", year ,361
1501.txt,season, summer ,684
1501.txt,season, summer ,980
1267.txt,month, may ,365
1267.txt,year, 1989,1997
1267.txt,"month, relative-interval",season ,310
1267.txt,"month, relative-interval", next year,430
1267.txt,"month, relative-interval", next year,565
1267.txt,"month, relative-interval",day,912
1267.txt,"month, relative-interval",day ,1161
1267.txt,"month, relative-interval", year,1451
1267.txt,"month, relative-interval", season,1864
1267.txt,"month, relative-interval",year,2031
1267.txt,"month, relative-interval", day,2616
1267.txt,"month, relative-interval", season,2765
1267.txt,"month, relative-interval", season,2854
1267.txt,day-month, 12 June,2217
1267.txt,day-month year,12 June 2004,2218
1273.txt,"month, relative-interval",year,194
1273.txt,"month, relative-interval", last week,253
1273.txt,"month, relative-interval", season,429
1273.txt,"month, relative-interval", last week,657
1273.txt,"month, relative-interval", season ,702
1515.txt,year,2004,666
1515.txt,"month, relative-interval", year,759
1515.txt,"month, relative-interval", today ,1197
1515.txt,"month, relative-interval", month,2765
917.txt,month, may ,1308
917.txt,month, may ,1424
917.txt,"month, relative-interval", last month ,1761
903.txt,"month, relative-interval",day,119
903.txt,"month, relative-interval",day ,504
903.txt,"month, relative-interval", Last week,2186
1529.txt,month, may ,296
1529.txt,month, may ,1131
1529.txt,"month, relative-interval", year,2993
1529.txt,"month, relative-interval", last week ,3526
730.txt,year,2005,2476
730.txt,"month, relative-interval", month,138
730.txt,"month, relative-interval", year ,207
730.txt,"month, relative-interval", month,1602
730.txt,"month, relative-interval", month,1644
730.txt,"month, relative-interval", year ,1720
730.txt,"month, relative-interval", next week,2188
730.txt,"month, relative-interval",month,2526
730.txt,season, fall ,2502
724.txt,year, 1997,1522
724.txt,year, 1983,1561
724.txt,year, 1992,1569
724.txt,"month, relative-interval", week,513
724.txt,"month, relative-interval", last month ,519
724.txt,"month, relative-interval", month,713
724.txt,dayofweek, Sunday ,1145
1298.txt,"month, relative-interval",day,724
1298.txt,"month, relative-interval", season,1038
1298.txt,"month, relative-interval",day,1133
1298.txt,season, summer ,161
718.txt,year,2022,910
718.txt,"month, relative-interval", year ,1959
718.txt,"month, relative-interval", next year,1967
1475.txt,"month, relative-interval", year,307
1475.txt,"month, relative-interval", next year,509
1475.txt,"month, relative-interval", hour ,796
1475.txt,"month, relative-interval", year,1045
1475.txt,"month, relative-interval", day,1217
1475.txt,"month, relative-interval", year,1315
1475.txt,"month, relative-interval",year ,1421
1313.txt,year, 1997,332
1313.txt,"month, relative-interval",year,402
1313.txt,"month, relative-interval", season,448
1313.txt,"month, relative-interval", month,621
1313.txt,"month, relative-interval", day ,667
1313.txt,"month, relative-interval", week,749
687.txt,month, may ,1266
687.txt,month, January ,1282
687.txt,"month, relative-interval", year,49
687.txt,"month, relative-interval",day ,99
687.txt,"month, relative-interval", year,841
687.txt,"month, relative-interval",January next year ,1283
687.txt,"month, relative-interval",day ,1334
687.txt,day-month, 27 February,1137
687.txt,day-month, 20 February,1358
693.txt,year, 1991,1240
693.txt,"month, relative-interval", hour,744
693.txt,"month, relative-interval", year,807
693.txt,"month, relative-interval", year,914
693.txt,dayofweek, Sunday ,203
1307.txt,month, June ,1217
1307.txt,"month, relative-interval",year ,81
1307.txt,"month, relative-interval",year,432
1307.txt,"month, relative-interval",June next year,1218
1461.txt,"month, relative-interval", week,613
1461.txt,"month, relative-interval", month ,734
1461.txt,"month, relative-interval",day ,2428
1461.txt,"month, relative-interval", month,2520
1449.txt,year, 1948,132
1449.txt,year,2000,640
1449.txt,year, 1983,1253
1449.txt,"month, relative-interval", year,147
1449.txt,"month, relative-interval", year,232
1449.txt,"month, relative-interval", last season,238
1449.txt,"month, relative-interval", few year,345
1449.txt,"month, relative-interval", year ,379
1449.txt,"month, relative-interval", last year,587
1449.txt,"month, relative-interval", year,701
1449.txt,"month, relative-interval", last year ,1482
1449.txt,"month, relative-interval", last year ,1624
23.txt,year, 1973,833
23.txt,"month, relative-interval", Last month ,514
23.txt,"month, relative-interval", next week,1513
863.txt,"month, relative-interval",day,279
863.txt,"month, relative-interval", next week,630
863.txt,"month, relative-interval", month,1654
863.txt,"month, relative-interval", last week,2494
37.txt,month, may ,734
37.txt,year,2004,1176
37.txt,year,2005,1358
37.txt,year,2005,1684
37.txt,year,2005,1754
37.txt,"month, relative-interval", month ,120
37.txt,"month, relative-interval", month,603
37.txt,"month, relative-interval", year,709
37.txt,"month, relative-interval",day ,1073
37.txt,"month, relative-interval", month,1263
37.txt,"month, relative-interval", year,1277
877.txt,month, May ,293
877.txt,"month, relative-interval", month,853
122.txt,year,2003,1126
644.txt,year,2003,647
644.txt,year, 1978,876
644.txt,"month, relative-interval", year,260
644.txt,"month, relative-interval", year,940
888.txt,year, 1989,267
888.txt,"month, relative-interval", year ,167
888.txt,"month, relative-interval",day,346
888.txt,"month, relative-interval", last week ,706
888.txt,"month, relative-interval", month,816
650.txt,relative-year,after 2000,1831
650.txt,"month, relative-interval",day,174
650.txt,"month, relative-interval", year,811
136.txt,year,2004,29
136.txt,year,2004,170
136.txt,year,2004,207
136.txt,year,2005,397
136.txt,year,2006,481
136.txt,year,2006,639
136.txt,"month, relative-interval",day ,316
136.txt,"month, relative-interval",year ,345
136.txt,"month, relative-interval", year,649
136.txt,"month, relative-interval", last year,1095
678.txt,year,2003,340
678.txt,year,2005,689
678.txt,"month, relative-interval",year ,264
678.txt,"month, relative-interval",day ,461
678.txt,"month, relative-interval",year,1083
678.txt,"month, relative-interval", last year ,1204
485.txt,month, March ,782
485.txt,"month, relative-interval", next month,228
485.txt,"month, relative-interval", Year,608
485.txt,"month, relative-interval",day,717
485.txt,day-month, 15 March,779
1111.txt,"month, relative-interval", week,755
1677.txt,month, December ,591
1677.txt,month, July ,1154
1677.txt,year,2003,601
1677.txt,year,2004,1160
1663.txt,"month, relative-interval", minute,721
1663.txt,"month, relative-interval", month ,733
1663.txt,"month, relative-interval", week,881
1663.txt,"month, relative-interval", few week,927
1105.txt,year,2000,316
1105.txt,"month, relative-interval",year,197
1105.txt,"month, relative-interval", last year,262
1105.txt,"month, relative-interval",day,501
1105.txt,"month, relative-interval", today ,705
491.txt,"month, relative-interval",day,300
491.txt,"month, relative-interval",day,469
491.txt,"month, relative-interval",day,1437
1139.txt,month, June ,363
1139.txt,year, 1998,957
1139.txt,year,2001,1265
1139.txt,"month, relative-interval",month ,110
1139.txt,"month, relative-interval",year,130
1139.txt,"month, relative-interval",day,221
1139.txt,"month, relative-interval",month ,278
1139.txt,"month, relative-interval",day,355
1139.txt,"month, relative-interval",day,635
1139.txt,"month, relative-interval", year ,1004
1139.txt,"month, relative-interval", season ,1314
446.txt,month, October ,704
446.txt,year,2004,1048
446.txt,"month, relative-interval", next year,416
446.txt,"month, relative-interval",day ,519
446.txt,"month, relative-interval", week,530
446.txt,day-month, 3 January,600
320.txt,year,2004,331
320.txt,year,2005,627
320.txt,year,2005,790
320.txt,year,2004,864
320.txt,year,2006,966
320.txt,year,2004,1250
320.txt,year,2005,1859
320.txt,"month, relative-interval", next year ,353
320.txt,"month, relative-interval", year ,599
320.txt,"month, relative-interval", year ,762
320.txt,"month, relative-interval", next year ,926
320.txt,"month, relative-interval", year,1808
320.txt,"month, relative-interval", month,1968
320.txt,season, fall ,340
334.txt,month, November ,729
334.txt,year,2002,1486
334.txt,"month, relative-interval", last year,1627
334.txt,"month, relative-interval",day,1966
334.txt,dayofweek, Monday ,75
452.txt,year, 1971,1681
452.txt,year, 1987,1689
452.txt,"month, relative-interval",year,583
452.txt,"month, relative-interval", last week ,999
452.txt,"month, relative-interval", today,1470
452.txt,"month, relative-interval", year ,1786
452.txt,"month, relative-interval", today,1929
1688.txt,month, January ,2728
1688.txt,year,2004,1387
1688.txt,"month, relative-interval", month ,308
1688.txt,"month, relative-interval", year,544
1688.txt,"month, relative-interval", week ,1208
1688.txt,"month, relative-interval", month ,1216
1688.txt,"month, relative-interval", few week,1362
1688.txt,"month, relative-interval", month ,2750
1688.txt,day-month, 15 January,2725
308.txt,year,2004,857
308.txt,year,2003,1780
308.txt,"month, relative-interval", year,228
308.txt,"month, relative-interval", year ,1124
309.txt,year,2006,1195
309.txt,year,2006,1516
309.txt,year,2007,1521
309.txt,"month, relative-interval", last week ,420
309.txt,"month, relative-interval", afternoon ,609
309.txt,"month, relative-interval", month,1025
309.txt,"month, relative-interval", year ,1116
309.txt,"month, relative-interval", year,1302
309.txt,"month, relative-interval", year,1532
1689.txt,"month, relative-interval", week,257
1689.txt,"month, relative-interval", year,1322
335.txt,year,2004,449
335.txt,year,2003,562
335.txt,year,2002,662
335.txt,"month, relative-interval",day,269
335.txt,"month, relative-interval", day,335
335.txt,"month, relative-interval", last year,480
335.txt,"month, relative-interval", year,1049
335.txt,"month, relative-interval", year,1253
335.txt,"month, relative-interval",day,1266
335.txt,"month, relative-interval", last year,2006
335.txt,"month, relative-interval",day ,2157
453.txt,month, July ,397
453.txt,year, 1973,486
453.txt,"month, relative-interval", year ,1438
453.txt,"month, relative-interval",day,1877
447.txt,year, 1993,87
